day,accountId,maximum,average,AATotal,CCTotal,FFTotal
13,A9,581.97,566.08,0.0,0.0,0.0
14,A1,537.73,484.66,0.0,0.0,431.59
14,A10,808.56,493.39,707.74,457.26,0.0
14,A12,959.1,529.37,959.1,455.89,0.0
14,A13,866.21,525.51,0.0,0.0,866.21
14,A14,951.87,797.42,571.02,0.0,930.43
14,A15,280.93,280.93,280.93,0.0,0.0
14,A16,575.27,400.92,0.0,284.9,412.34
14,A17,550.95,550.95,0.0,550.95,0.0
14,A18,973.46,648.86,1350.55,877.68,0.0
14,A19,441.98,178.76,0.0,441.98,34.22
14,A2,642.27,462.7,0.0,642.27,536.59
14,A20,916.87,577.32,0.0,0.0,0.0
14,A21,935.71,532.95,935.71,783.38,0.0
14,A22,945.83,645.68,345.52,0.0,0.0
14,A23,936.75,577.69,1272.67,0.0,0.0
14,A24,976.95,976.95,0.0,0.0,976.95
14,A26,685.36,480.62,947.74,0.0,0.0
14,A27,721.92,296.59,83.54,0.0,918.1
14,A28,904.17,817.85,0.0,0.0,778.89
14,A29,983.69,514.83,983.69,39.24,0.0
14,A3,777.15,538.87,777.15,629.35,0.0
14,A30,510.59,381.37,0.0,252.14,510.59
14,A31,793.57,588.66,763.68,419.07,0.0
14,A32,864.56,389.56,458.25,235.43,864.56
14,A34,462.63,326.71,0.0,0.0,190.78
14,A35,875.48,504.51,0.0,1378.69,0.0
14,A36,311.25,141.6,0.0,0.0,0.0
14,A37,877.54,821.09,773.09,877.54,0.0
14,A38,880.45,349.1,116.02,0.0,880.45
14,A39,658.47,355.01,0.0,0.0,0.0
14,A4,927.5,538.57,163.78,0.0,1629.9
14,A40,422.05,214.29,0.0,422.05,0.0
14,A41,859.51,439.04,0.0,120.49,0.0
14,A42,971.14,657.0,999.86,971.14,0.0
14,A43,843.61,464.87,0.0,843.61,0.0
14,A44,990.11,533.68,242.44,368.48,990.11
14,A45,926.99,515.99,0.0,818.82,0.0
14,A46,968.23,440.55,281.83,71.58,0.0
14,A47,940.13,758.1,537.26,0.0,0.0
14,A48,618.16,360.19,0.0,0.0,162.03
14,A49,652.76,435.64,0.0,340.89,652.76
14,A5,886.19,675.7,0.0,1326.13,0.0
14,A6,857.62,455.85,0.0,857.62,178.29
14,A7,796.32,411.21,0.0,0.0,326.39
14,A8,688.66,479.01,0.0,0.0,508.23
14,A9,581.97,581.97,0.0,0.0,0.0
15,A1,562.36,510.56,0.0,562.36,431.59
15,A10,966.73,588.06,707.74,457.26,0.0
15,A11,733.1,733.1,733.1,0.0,0.0
15,A12,959.1,707.5,959.1,455.89,0.0
15,A13,866.21,517.69,0.0,0.0,866.21
15,A14,951.87,590.24,0.0,0.0,82.48
15,A15,280.93,280.93,280.93,0.0,0.0
15,A16,575.27,398.07,0.0,284.9,0.0
15,A17,550.95,550.95,0.0,550.95,0.0
15,A18,973.46,545.08,1350.55,877.68,0.0
15,A19,441.98,178.76,0.0,441.98,34.22
15,A2,642.27,380.17,0.0,642.27,669.15
15,A20,237.76,237.76,0.0,0.0,0.0
15,A21,935.71,532.95,935.71,783.38,0.0
15,A22,945.83,945.83,0.0,0.0,0.0
15,A23,936.75,577.69,1272.67,0.0,0.0
15,A24,976.95,809.23,0.0,0.0,976.95
15,A26,494.12,378.25,262.38,0.0,0.0
15,A27,721.92,296.59,83.54,0.0,918.1
15,A28,904.17,821.29,0.0,0.0,778.89
15,A29,999.67,636.04,983.69,39.24,999.67
15,A3,777.15,538.87,777.15,629.35,0.0
15,A30,510.59,381.37,0.0,252.14,510.59
15,A31,930.74,619.16,1410.43,882.01,0.0
15,A32,864.56,389.56,458.25,235.43,864.56
15,A34,462.63,326.71,0.0,0.0,190.78
15,A35,875.48,558.88,0.0,1653.62,0.0
15,A36,718.85,285.92,0.0,0.0,718.85
15,A37,877.54,821.09,773.09,877.54,0.0
15,A38,880.45,421.04,896.76,0.0,880.45
15,A39,658.47,355.01,0.0,0.0,0.0
15,A4,927.5,663.51,0.0,0.0,1629.9
15,A40,422.05,214.29,0.0,422.05,0.0
15,A41,859.51,335.81,0.0,120.49,26.11
15,A42,971.14,504.66,38.18,971.14,0.0
15,A43,876.97,511.35,0.0,0.0,663.92
15,A44,990.11,535.96,242.44,368.48,1614.82
15,A45,926.99,658.89,0.0,0.0,0.0
15,A46,968.23,440.55,281.83,71.58,0.0
15,A47,940.13,940.13,0.0,0.0,0.0
15,A48,594.52,378.28,0.0,0.0,162.03
15,A49,652.76,483.01,0.0,0.0,652.76
15,A5,776.08,564.01,0.0,504.49,0.0
15,A6,857.62,367.24,0.0,857.62,178.29
15,A7,796.32,426.36,0.0,0.0,326.39
15,A8,688.66,479.01,0.0,0.0,508.23
15,A9,806.7,806.7,0.0,0.0,0.0
16,A1,562.36,496.98,0.0,562.36,431.59
16,A10,966.73,532.93,707.74,457.26,0.0
16,A11,733.1,733.1,733.1,0.0,0.0
16,A12,959.1,707.5,959.1,455.89,0.0
16,A13,866.21,517.69,0.0,0.0,866.21
16,A14,951.87,517.18,0.0,0.0,82.48
16,A15,798.44,376.42,280.93,0.0,0.0
16,A16,575.27,380.58,0.0,0.0,0.0
16,A17,550.95,550.95,0.0,550.95,0.0
16,A18,973.46,556.29,1350.55,877.68,0.0
16,A19,60.08,60.08,0.0,0.0,0.0
16,A2,642.27,437.14,0.0,642.27,669.15
16,A21,935.71,639.76,935.71,783.38,0.0
16,A22,945.83,945.83,0.0,0.0,0.0
16,A23,936.75,588.55,1272.67,0.0,0.0
16,A24,976.95,809.23,0.0,0.0,976.95
16,A25,581.52,356.19,0.0,0.0,0.0
16,A26,494.12,326.41,262.38,0.0,0.0
16,A27,517.09,299.32,0.0,0.0,196.18
16,A28,904.17,821.29,0.0,0.0,778.89
16,A29,999.67,520.16,0.0,39.24,999.67
16,A3,777.15,538.87,777.15,629.35,0.0
16,A30,510.59,381.37,0.0,252.14,510.59
16,A31,930.74,619.16,1410.43,882.01,0.0
16,A32,864.56,389.56,458.25,235.43,864.56
16,A34,462.63,462.63,0.0,0.0,0.0
16,A35,875.48,624.19,0.0,1653.62,0.0
16,A36,718.85,229.04,0.0,0.0,718.85
16,A37,812.64,812.64,0.0,0.0,0.0
16,A38,780.74,410.09,780.74,0.0,0.0
16,A39,658.47,355.01,0.0,0.0,0.0
16,A4,927.5,644.06,0.0,0.0,927.5
16,A40,422.05,214.29,0.0,422.05,0.0
16,A41,859.51,335.81,0.0,120.49,26.11
16,A42,971.14,496.54,38.18,971.14,480.3
16,A43,876.97,511.35,0.0,0.0,663.92
16,A44,624.71,395.9,0.0,368.48,624.71
16,A45,926.99,518.59,67.43,0.0,0.0
16,A46,968.23,440.55,281.83,71.58,0.0
16,A47,940.13,507.55,0.0,74.96,0.0
16,A49,652.76,412.89,0.0,0.0,652.76
16,A5,776.08,564.01,0.0,504.49,0.0
16,A6,857.62,367.24,0.0,857.62,178.29
16,A7,699.44,372.37,0.0,0.0,0.0
16,A8,688.66,479.01,0.0,0.0,508.23
16,A9,806.7,745.19,0.0,0.0,683.67
17,A1,562.36,562.36,0.0,562.36,0.0
17,A10,966.73,829.93,707.74,0.0,815.31
17,A11,733.1,733.1,733.1,0.0,0.0
17,A12,959.1,959.1,959.1,0.0,0.0
17,A13,338.93,254.05,338.93,0.0,0.0
17,A14,951.87,348.4,0.0,0.0,82.48
17,A15,798.44,376.42,280.93,0.0,0.0
17,A16,771.61,396.19,0.0,1002.7,0.0
17,A18,973.46,608.88,973.46,877.68,0.0
17,A19,701.03,380.56,0.0,0.0,0.0
17,A2,536.59,334.58,0.0,0.0,669.15
17,A21,490.6,419.97,0.0,0.0,0.0
17,A22,945.83,945.83,0.0,0.0,0.0
17,A23,780.47,706.24,0.0,0.0,0.0
17,A24,641.5,404.95,168.39,0.0,0.0
17,A25,581.52,356.19,0.0,0.0,0.0
17,A26,494.12,358.43,0.0,0.0,0.0
17,A27,517.09,517.09,0.0,0.0,0.0
17,A28,904.17,904.17,0.0,0.0,0.0
17,A29,999.67,524.64,0.0,39.24,999.67
17,A3,746.53,374.49,0.0,0.0,0.0
17,A30,510.59,510.59,0.0,0.0,510.59
17,A31,930.74,613.63,1410.43,882.01,0.0
17,A32,458.25,238.64,458.25,19.02,0.0
17,A35,778.14,584.76,0.0,778.14,0.0
17,A36,718.85,297.58,0.0,377.01,718.85
17,A38,780.74,401.22,780.74,0.0,0.0
17,A39,658.47,658.47,0.0,0.0,0.0
17,A4,360.62,360.62,0.0,0.0,0.0
17,A40,422.05,214.29,0.0,422.05,0.0
17,A41,859.51,442.81,0.0,0.0,26.11
17,A42,971.14,496.54,38.18,971.14,480.3
17,A43,876.97,620.89,0.0,0.0,663.92
17,A44,624.71,405.04,0.0,0.0,624.71
17,A45,669.29,382.45,67.43,0.0,0.0
17,A46,281.83,281.83,281.83,0.0,0.0
17,A47,940.13,507.55,0.0,74.96,0.0
17,A49,652.76,412.89,0.0,0.0,652.76
17,A5,776.08,613.1,0.0,0.0,0.0
17,A6,857.62,367.24,0.0,857.62,178.29
17,A7,680.29,333.23,0.0,0.0,0.0
17,A8,688.66,479.01,0.0,0.0,508.23
17,A9,930.61,806.99,0.0,0.0,683.67
18,A1,562.36,562.36,0.0,562.36,0.0
18,A10,966.73,891.02,0.0,0.0,815.31
18,A11,733.1,713.82,733.1,0.0,0.0
18,A12,983.51,971.31,1942.61,0.0,0.0
18,A13,591.11,465.02,338.93,0.0,0.0
18,A14,82.48,46.67,0.0,0.0,82.48
18,A15,798.44,249.95,328.54,0.0,0.0
18,A16,802.54,601.75,0.0,1805.24,0.0
18,A18,466.91,292.19,0.0,0.0,0.0
18,A19,701.03,380.56,0.0,0.0,0.0
18,A2,132.56,132.56,0.0,0.0,132.56
18,A20,803.1,803.1,0.0,0.0,803.1
18,A23,780.47,706.24,0.0,0.0,0.0
18,A24,641.5,465.89,168.39,0.0,0.0
18,A25,581.52,356.19,0.0,0.0,0.0
18,A26,411.43,311.47,0.0,0.0,0.0
18,A27,517.09,517.09,0.0,0.0,0.0
18,A28,904.17,904.17,0.0,0.0,0.0
18,A29,999.67,525.66,0.0,39.24,999.67
18,A3,746.53,374.49,0.0,0.0,0.0
18,A30,962.22,690.39,0.0,0.0,0.0
18,A31,930.74,701.03,1410.43,462.94,0.0
18,A33,631.03,631.03,0.0,0.0,0.0
18,A34,513.9,513.9,0.0,513.9,0.0
18,A35,913.12,574.18,0.0,778.14,0.0
18,A36,718.85,425.3,0.0,377.01,718.85
18,A38,780.74,483.79,780.74,0.0,0.0
18,A39,938.26,798.37,938.26,0.0,0.0
18,A4,360.62,360.62,0.0,0.0,0.0
18,A40,912.76,912.76,912.76,0.0,0.0
18,A41,859.51,442.81,0.0,0.0,26.11
18,A42,971.14,496.54,38.18,971.14,480.3
18,A43,876.97,611.34,0.0,0.0,663.92
18,A44,624.71,405.04,0.0,0.0,624.71
18,A45,669.29,323.13,67.43,0.0,0.0
18,A47,940.13,488.17,449.42,74.96,0.0
18,A49,652.76,462.71,0.0,0.0,652.76
18,A5,473.66,473.66,0.0,0.0,0.0
18,A6,381.66,220.01,0.0,0.0,0.0
18,A7,680.29,464.24,0.0,0.0,0.0
18,A8,524.83,382.48,0.0,0.0,0.0
18,A9,981.74,850.68,0.0,0.0,683.67
19,A1,991.1,715.54,0.0,562.36,0.0
19,A10,966.73,567.08,156.77,387.74,1324.18
19,A11,733.1,713.82,733.1,0.0,0.0
19,A12,983.51,983.51,983.51,0.0,0.0
19,A13,591.11,465.3,338.93,0.0,465.86
19,A14,503.58,198.97,0.0,0.0,82.48
19,A15,798.44,194.44,47.61,0.0,0.0
19,A16,802.54,601.75,0.0,1805.24,0.0
19,A18,466.91,345.07,0.0,0.0,0.0
19,A19,701.03,701.03,0.0,0.0,0.0
19,A2,132.56,132.56,0.0,0.0,132.56
19,A20,803.1,379.92,0.0,296.89,842.86
19,A23,632.01,632.01,0.0,0.0,0.0
19,A24,641.5,465.89,168.39,0.0,0.0
19,A25,581.52,356.19,0.0,0.0,0.0
19,A26,411.43,236.9,13.19,0.0,0.0
19,A27,517.09,517.09,0.0,0.0,0.0
19,A29,999.67,774.02,0.0,0.0,999.67
19,A3,179.37,179.37,0.0,0.0,0.0
19,A30,962.22,690.39,0.0,0.0,0.0
19,A31,930.74,604.8,646.75,462.94,0.0
19,A33,631.03,631.03,0.0,0.0,0.0
19,A34,983.24,748.57,0.0,1497.14,0.0
19,A35,913.12,590.83,0.0,778.14,0.0
19,A36,718.85,453.81,0.0,377.01,718.85
19,A38,780.74,483.79,780.74,0.0,0.0
19,A39,938.26,938.26,938.26,0.0,0.0
19,A40,990.99,951.88,1903.75,0.0,0.0
19,A41,26.11,26.11,0.0,0.0,26.11
19,A42,480.3,480.3,0.0,0.0,480.3
19,A43,876.97,770.44,0.0,0.0,663.92
19,A44,624.71,405.04,0.0,0.0,624.71
19,A45,669.29,323.13,67.43,0.0,0.0
19,A47,449.42,262.19,449.42,74.96,0.0
19,A49,272.66,272.66,0.0,0.0,0.0
19,A5,605.31,539.49,0.0,605.31,0.0
19,A6,381.66,249.09,0.0,0.0,0.0
19,A7,680.29,337.25,0.0,83.29,0.0
19,A8,524.83,524.83,0.0,0.0,0.0
19,A9,981.74,823.64,0.0,715.5,683.67
20,A1,991.1,717.75,0.0,0.0,0.0
20,A10,815.31,377.54,156.77,387.74,1324.18
20,A11,694.53,355.2,0.0,15.86,0.0
20,A12,983.51,983.51,983.51,0.0,0.0
20,A13,591.11,465.3,338.93,0.0,465.86
20,A14,503.58,257.22,0.0,0.0,0.0
20,A15,798.44,194.44,47.61,0.0,0.0
20,A16,802.54,601.75,0.0,1805.24,0.0
20,A17,754.54,754.54,0.0,0.0,0.0
20,A18,965.08,665.82,0.0,0.0,0.0
20,A19,863.7,782.37,0.0,0.0,863.7
20,A20,803.1,379.92,0.0,296.89,842.86
20,A22,992.15,992.15,0.0,992.15,0.0
20,A23,727.98,680.0,0.0,0.0,0.0
20,A24,587.77,378.08,168.39,0.0,0.0
20,A25,732.68,481.68,0.0,0.0,0.0
20,A26,411.43,236.9,13.19,0.0,0.0
20,A27,517.09,517.09,0.0,0.0,0.0
20,A28,306.6,306.6,0.0,0.0,0.0
20,A29,784.31,661.19,0.0,0.0,0.0
20,A3,179.37,179.37,0.0,0.0,0.0
20,A30,962.22,609.16,0.0,0.0,0.0
20,A31,378.76,378.76,0.0,0.0,0.0
20,A33,631.03,631.03,0.0,0.0,0.0
20,A34,983.24,748.57,0.0,1497.14,0.0
20,A35,913.12,591.8,0.0,0.0,0.0
20,A36,717.84,321.69,0.0,377.01,0.0
20,A38,610.4,441.21,0.0,0.0,0.0
20,A39,938.26,938.26,938.26,0.0,0.0
20,A4,388.94,388.94,0.0,0.0,0.0
20,A40,990.99,951.88,1903.75,0.0,0.0
20,A42,480.3,480.3,0.0,0.0,480.3
20,A44,136.35,136.35,0.0,0.0,0.0
20,A45,232.66,120.44,67.43,0.0,0.0
20,A47,449.42,221.4,449.42,74.96,0.0
20,A49,907.87,590.27,0.0,907.87,0.0
20,A5,605.31,605.31,0.0,605.31,0.0
20,A7,83.29,83.29,0.0,83.29,0.0
20,A8,524.83,524.83,0.0,0.0,0.0
20,A9,981.74,827.88,0.0,715.5,683.67
21,A1,991.1,779.94,0.0,0.0,0.0
21,A10,815.31,377.54,156.77,387.74,1324.18
21,A11,694.53,303.64,0.0,15.86,0.0
21,A12,983.51,983.51,983.51,0.0,0.0
21,A13,637.65,514.66,338.93,0.0,465.86
21,A14,990.14,494.9,426.47,0.0,0.0
21,A15,72.88,41.3,47.61,0.0,0.0
21,A16,802.54,601.75,0.0,1805.24,0.0
21,A17,754.54,754.54,0.0,0.0,0.0
21,A18,965.08,673.16,0.0,695.15,0.0
21,A19,863.7,782.37,0.0,0.0,863.7
21,A2,758.43,758.43,0.0,0.0,0.0
21,A20,803.1,379.92,0.0,296.89,842.86
21,A22,992.15,864.89,0.0,1979.19,0.0
21,A23,999.0,752.31,0.0,909.93,372.31
21,A24,895.78,550.65,168.39,895.78,0.0
21,A25,732.68,510.71,0.0,0.0,288.74
21,A26,411.43,219.51,13.19,0.0,0.0
21,A28,306.6,306.6,0.0,0.0,0.0
21,A29,784.31,616.73,0.0,596.66,0.0
21,A3,179.37,179.37,0.0,0.0,0.0
21,A30,962.22,609.16,0.0,0.0,0.0
21,A31,378.76,269.56,0.0,0.0,0.0
21,A33,631.03,631.03,0.0,0.0,0.0
21,A34,983.24,504.0,0.0,1511.99,0.0
21,A35,913.12,507.74,0.0,0.0,0.0
21,A36,717.84,361.56,0.0,377.01,0.0
21,A38,610.4,610.4,0.0,0.0,0.0
21,A39,938.26,721.48,938.26,293.89,0.0
21,A4,388.94,198.86,142.7,0.0,0.0
21,A40,990.99,715.77,1903.75,0.0,0.0
21,A44,132.83,132.83,0.0,132.83,0.0
21,A45,232.66,118.64,0.0,62.03,0.0
21,A46,621.39,421.1,0.0,220.8,0.0
21,A47,544.4,377.88,993.82,0.0,0.0
21,A49,907.87,907.87,0.0,907.87,0.0
21,A5,605.31,342.8,128.16,605.31,0.0
21,A7,647.97,386.04,0.0,83.29,647.97
21,A8,711.47,618.15,711.47,0.0,0.0
21,A9,981.74,553.79,157.74,898.77,0.0
22,A1,991.1,634.38,0.0,0.0,321.8
22,A10,508.87,268.1,156.77,387.74,508.87
22,A11,694.53,303.64,0.0,15.86,0.0
22,A12,983.51,983.51,983.51,0.0,0.0
22,A13,637.65,549.81,0.0,0.0,465.86
22,A14,990.14,554.09,426.47,0.0,0.0
22,A15,525.89,162.45,47.61,525.89,0.0
22,A16,802.54,802.54,0.0,802.54,0.0
22,A17,754.54,563.69,0.0,0.0,0.0
22,A18,965.08,673.16,0.0,695.15,0.0
22,A19,863.7,839.45,0.0,0.0,863.7
22,A2,758.43,758.43,0.0,0.0,0.0
22,A20,803.1,379.92,0.0,296.89,842.86
22,A22,992.15,864.89,0.0,1979.19,0.0
22,A23,999.0,736.29,0.0,909.93,372.31
22,A24,895.78,741.78,0.0,895.78,0.0
22,A25,732.68,549.26,626.35,0.0,288.74
22,A26,411.43,219.51,13.19,0.0,0.0
22,A27,158.61,158.61,0.0,158.61,0.0
22,A28,306.6,306.6,0.0,0.0,0.0
22,A29,784.31,537.64,0.0,596.66,0.0
22,A3,899.49,539.43,0.0,0.0,0.0
22,A30,962.22,609.16,0.0,0.0,0.0
22,A31,378.76,269.56,0.0,0.0,0.0
22,A33,631.03,631.03,0.0,0.0,0.0
22,A34,983.24,504.0,0.0,1511.99,0.0
22,A35,913.12,464.6,0.0,0.0,0.0
22,A36,717.84,356.41,0.0,0.0,0.0
22,A38,610.4,610.4,0.0,0.0,0.0
22,A39,938.26,721.48,938.26,293.89,0.0
22,A4,388.94,198.86,142.7,0.0,0.0
22,A40,990.99,706.57,2573.51,0.0,0.0
22,A43,193.25,193.25,0.0,0.0,0.0
22,A44,809.19,436.77,0.0,1310.32,0.0
22,A45,232.66,118.64,0.0,62.03,0.0
22,A46,621.39,421.1,0.0,220.8,0.0
22,A47,544.4,377.88,993.82,0.0,0.0
22,A48,371.13,371.13,0.0,0.0,371.13
22,A49,907.87,907.87,0.0,907.87,0.0
22,A5,605.31,368.08,128.16,1049.2,0.0
22,A7,759.84,479.49,0.0,83.29,647.97
22,A8,711.47,618.15,711.47,0.0,0.0
22,A9,981.74,534.94,975.26,898.77,0.0
23,A1,991.1,563.36,0.0,663.04,359.35
23,A10,508.87,268.1,156.77,387.74,508.87
23,A11,404.96,173.35,0.0,15.86,0.0
23,A13,637.65,539.49,0.0,0.0,465.86
23,A14,990.14,525.47,426.47,382.33,0.0
23,A15,525.89,264.65,0.0,525.89,0.0
23,A17,754.54,563.69,0.0,0.0,0.0
23,A18,965.08,586.04,0.0,932.72,0.0
23,A19,863.7,839.45,0.0,0.0,863.7
23,A2,758.43,692.77,0.0,0.0,627.11
23,A20,296.89,168.33,0.0,296.89,39.76
23,A21,355.28,355.28,0.0,0.0,0.0
23,A22,992.15,716.88,0.0,1979.19,0.0
23,A23,999.0,736.29,0.0,909.93,372.31
23,A24,895.78,534.07,0.0,895.78,631.91
23,A25,732.68,549.26,626.35,0.0,288.74
23,A26,395.3,151.35,13.19,0.0,0.0
23,A27,158.61,158.61,0.0,158.61,0.0
23,A28,306.6,306.6,0.0,0.0,0.0
23,A29,942.92,618.69,0.0,596.66,942.92
23,A3,899.49,426.15,0.0,0.0,0.0
23,A30,446.7,355.62,195.72,0.0,0.0
23,A31,378.76,269.56,0.0,0.0,0.0
23,A33,980.05,980.05,0.0,0.0,980.05
23,A34,983.24,499.05,0.0,998.09,0.0
23,A35,255.57,255.57,0.0,0.0,0.0
23,A36,598.32,316.57,0.0,0.0,0.0
23,A38,934.23,772.32,0.0,0.0,0.0
23,A39,932.3,596.77,0.0,293.89,0.0
23,A4,388.94,202.01,142.7,0.0,0.0
23,A40,990.99,655.02,1660.75,0.0,0.0
23,A41,330.32,330.32,0.0,0.0,0.0
23,A43,193.25,193.25,0.0,0.0,0.0
23,A44,809.19,453.74,504.63,1310.32,0.0
23,A45,62.03,61.63,0.0,62.03,0.0
23,A46,621.39,420.15,418.25,220.8,0.0
23,A47,544.4,342.11,544.4,0.0,0.0
23,A48,510.68,440.91,0.0,0.0,371.13
23,A49,907.87,907.87,0.0,907.87,0.0
23,A5,605.31,368.08,128.16,1049.2,0.0
23,A7,759.84,479.49,0.0,83.29,647.97
23,A8,711.47,615.86,711.47,0.0,0.0
23,A9,817.52,445.58,975.26,898.77,0.0
24,A1,966.52,439.3,152.51,663.04,359.35
24,A10,786.38,412.62,577.76,129.08,0.0
24,A11,404.96,173.35,0.0,15.86,0.0
24,A13,804.62,624.18,0.0,804.62,0.0
24,A14,990.14,529.84,426.47,382.33,0.0
24,A15,525.89,525.89,0.0,525.89,0.0
24,A16,670.03,419.7,0.0,0.0,0.0
24,A17,846.92,658.52,0.0,0.0,846.92
24,A18,965.08,470.02,554.78,932.72,183.53
24,A19,863.7,839.45,0.0,0.0,863.7
24,A2,758.43,692.77,0.0,0.0,627.11
24,A20,217.2,217.2,0.0,217.2,0.0
24,A21,355.28,355.28,0.0,0.0,0.0
24,A22,992.15,703.04,0.0,2829.51,0.0
24,A23,999.0,640.31,0.0,909.93,372.31
24,A24,895.78,534.07,0.0,895.78,631.91
24,A25,732.68,549.26,626.35,0.0,288.74
24,A26,682.15,318.59,0.0,0.0,0.0
24,A27,786.72,472.67,0.0,945.33,0.0
24,A28,915.79,343.46,145.5,0.0,915.79
24,A29,942.92,516.56,0.0,596.66,942.92
24,A3,899.49,370.93,13.71,0.0,0.0
24,A30,561.83,407.17,195.72,0.0,0.0
24,A31,160.35,160.35,0.0,0.0,0.0
24,A33,980.05,980.05,0.0,0.0,980.05
24,A34,14.85,14.85,0.0,14.85,0.0
24,A35,255.57,255.57,0.0,0.0,0.0
24,A36,598.32,316.57,0.0,0.0,0.0
24,A38,934.23,526.79,0.0,55.4,0.0
24,A39,932.3,589.19,0.0,1126.71,322.8
24,A4,522.17,255.37,142.7,0.0,0.0
24,A40,677.21,486.29,669.76,316.05,0.0
24,A41,330.32,330.32,0.0,0.0,0.0
24,A43,193.25,193.25,0.0,0.0,0.0
24,A44,809.19,453.74,504.63,1310.32,0.0
24,A45,62.03,61.63,0.0,62.03,0.0
24,A46,621.39,380.85,418.25,220.8,262.97
24,A47,544.4,342.11,544.4,0.0,0.0
24,A48,510.68,342.64,0.0,0.0,517.23
24,A49,907.87,485.89,0.0,907.87,0.0
24,A5,443.89,204.96,128.16,495.82,105.9
24,A6,683.55,683.55,0.0,0.0,0.0
24,A7,759.84,611.56,0.0,0.0,647.97
24,A8,711.47,615.86,711.47,0.0,0.0
24,A9,817.52,405.4,975.26,183.27,0.0
25,A1,966.52,405.11,152.51,663.04,359.35
25,A10,786.38,511.02,577.76,129.08,0.0
25,A11,404.96,170.82,0.0,0.0,0.0
25,A12,507.34,507.34,0.0,0.0,507.34
25,A13,804.62,624.18,0.0,804.62,0.0
25,A14,990.14,529.84,426.47,382.33,0.0
25,A15,767.2,646.55,0.0,1293.09,0.0
25,A16,670.03,419.7,0.0,0.0,0.0
25,A17,846.92,573.01,0.0,0.0,846.92
25,A18,695.15,348.7,554.78,932.72,183.53
25,A19,815.2,815.2,0.0,0.0,0.0
25,A2,758.43,654.4,0.0,0.0,627.11
25,A20,904.08,660.05,0.0,217.2,0.0
25,A21,355.28,355.28,0.0,0.0,0.0
25,A22,987.04,602.36,287.39,1837.36,0.0
25,A23,999.0,627.26,0.0,909.93,372.31
25,A24,895.78,534.07,0.0,895.78,631.91
25,A25,661.71,525.6,626.35,0.0,950.45
25,A26,682.15,318.59,0.0,0.0,0.0
25,A27,832.59,592.64,0.0,1777.92,0.0
25,A28,941.1,502.08,145.5,0.0,915.79
25,A29,942.92,521.09,0.0,596.66,942.92
25,A3,899.49,398.28,13.71,0.0,507.44
25,A30,591.89,443.47,195.72,0.0,0.0
25,A31,723.88,442.12,0.0,0.0,0.0
25,A32,381.69,381.69,0.0,0.0,381.69
25,A33,980.05,980.05,0.0,0.0,980.05
25,A34,877.84,446.35,0.0,892.69,0.0
25,A35,641.07,448.32,0.0,0.0,641.07
25,A36,598.32,290.66,0.0,0.0,0.0
25,A37,763.82,763.82,0.0,0.0,763.82
25,A38,934.23,498.91,0.0,55.4,0.0
25,A39,932.3,589.19,0.0,1126.71,322.8
25,A4,707.51,308.46,142.7,707.51,0.0
25,A40,858.33,560.69,669.76,316.05,0.0
25,A41,330.32,317.16,0.0,0.0,304.01
25,A42,999.53,580.91,0.0,0.0,0.0
25,A43,362.56,277.91,362.56,0.0,0.0
25,A44,809.19,449.09,504.63,1310.32,0.0
25,A45,62.03,62.03,0.0,62.03,0.0
25,A46,834.47,511.52,418.25,220.8,262.97
25,A47,972.8,777.53,544.4,0.0,1788.19
25,A48,510.68,342.64,0.0,0.0,517.23
25,A49,86.11,75.01,0.0,0.0,0.0
25,A5,443.89,204.96,128.16,495.82,105.9
25,A6,683.55,683.55,0.0,0.0,0.0
25,A7,759.84,611.56,0.0,0.0,647.97
25,A8,711.47,615.86,711.47,0.0,0.0
25,A9,817.52,456.1,1684.88,183.27,0.0
26,A1,663.04,355.78,773.75,663.04,359.35
26,A10,786.38,426.28,665.08,129.08,0.0
26,A11,718.22,346.88,0.0,0.0,0.0
26,A12,507.34,507.34,0.0,0.0,507.34
26,A13,804.62,804.62,0.0,804.62,0.0
26,A14,382.33,332.84,0.0,691.66,0.0
26,A15,767.2,503.08,0.0,1293.09,216.16
26,A16,670.03,487.3,0.0,0.0,0.0
26,A17,846.92,573.01,0.0,0.0,846.92
26,A18,554.78,269.74,855.14,237.57,183.53
26,A19,815.2,815.2,0.0,0.0,0.0
26,A2,752.12,648.96,638.95,0.0,627.11
26,A20,904.08,660.05,0.0,217.2,0.0
26,A21,355.28,355.28,0.0,0.0,0.0
26,A22,850.32,522.81,287.39,850.32,0.0
26,A23,672.24,527.4,0.0,0.0,0.0
26,A24,631.91,353.21,0.0,0.0,631.91
26,A25,661.71,644.03,626.35,0.0,661.71
26,A26,682.15,509.08,0.0,0.0,0.0
26,A27,832.59,592.69,0.0,1777.92,0.0
26,A28,941.1,502.08,145.5,0.0,915.79
26,A29,942.92,495.5,0.0,0.0,942.92
26,A3,899.49,398.28,13.71,0.0,507.44
26,A30,591.89,443.47,195.72,0.0,0.0
26,A31,723.88,692.31,0.0,660.74,0.0
26,A32,381.69,381.69,0.0,0.0,381.69
26,A33,980.05,649.03,89.59,0.0,1857.49
26,A34,877.84,877.84,0.0,877.84,0.0
26,A35,641.07,641.07,0.0,0.0,641.07
26,A36,598.32,355.49,0.0,0.0,0.0
26,A37,763.82,763.82,0.0,0.0,763.82
